file_name,ori,loc,phase/pattern,SSGv,SSGv,BSG,MGnv,MGv,index1
0000000511.bmp,86,0,1,0,0,0,1,0,1
0000000512.bmp,86,0,2,0,0,0,1,0,1
0000000513.bmp,86,0,3,0,0,0,1,0,1
0000000514.bmp,86,0,4,0,0,0,1,0,1
0000000515.bmp,86,0,5,0,0,0,1,0,1
0000000516.bmp,86,0,6,0,0,0,1,0,1
0000000517.bmp,87,0,1,0,0,0,1,0,1
0000000518.bmp,87,0,2,0,0,0,1,0,1
0000000519.bmp,87,0,3,0,0,0,1,0,1
0000000520.bmp,87,0,4,0,0,0,1,0,1
0000000521.bmp,87,0,5,0,0,0,1,0,1
0000000522.bmp,87,0,6,0,0,0,1,0,1
0000000523.bmp,88,0,1,0,0,0,1,0,1
0000000524.bmp,88,0,2,0,0,0,1,0,1
0000000525.bmp,88,0,3,0,0,0,1,0,1
0000000526.bmp,88,0,4,0,0,0,1,0,1
0000000527.bmp,88,0,5,0,0,0,1,0,1
0000000528.bmp,88,0,6,0,0,0,1,0,1
0000000529.bmp,89,0,1,0,0,0,1,0,1
0000000530.bmp,89,0,2,0,0,0,1,0,1
0000000531.bmp,89,0,3,0,0,0,1,0,1
0000000532.bmp,89,0,4,0,0,0,1,0,1
0000000533.bmp,89,0,5,0,0,0,1,0,1
0000000534.bmp,89,0,6,0,0,0,1,0,1
0000000535.bmp,90,0,1,0,0,0,1,0,1
0000000536.bmp,90,0,2,0,0,0,1,0,1
0000000537.bmp,90,0,3,0,0,0,1,0,1
0000000538.bmp,90,0,4,0,0,0,1,0,1
0000000539.bmp,90,0,5,0,0,0,1,0,1
0000000540.bmp,90,0,6,0,0,0,1,0,1
0000000541.bmp,91,0,1,0,0,0,1,0,1
0000000542.bmp,91,0,2,0,0,0,1,0,1
0000000543.bmp,91,0,3,0,0,0,1,0,1
0000000544.bmp,91,0,4,0,0,0,1,0,1
0000000545.bmp,91,0,5,0,0,0,1,0,1
0000000546.bmp,91,0,6,0,0,0,1,0,1
0000000547.bmp,92,0,1,0,0,0,1,0,1
0000000548.bmp,92,0,2,0,0,0,1,0,1
0000000549.bmp,92,0,3,0,0,0,1,0,1
0000000550.bmp,92,0,4,0,0,0,1,0,1
0000000551.bmp,92,0,5,0,0,0,1,0,1
0000000552.bmp,92,0,6,0,0,0,1,0,1
0000000553.bmp,93,0,1,0,0,0,1,0,1
0000000554.bmp,93,0,2,0,0,0,1,0,1
0000000555.bmp,93,0,3,0,0,0,1,0,1
0000000556.bmp,93,0,4,0,0,0,1,0,1
0000000557.bmp,93,0,5,0,0,0,1,0,1
0000000558.bmp,93,0,6,0,0,0,1,0,1
0000000559.bmp,94,0,1,0,0,0,1,0,1
0000000560.bmp,94,0,2,0,0,0,1,0,1
0000000561.bmp,94,0,3,0,0,0,1,0,1
0000000562.bmp,94,0,4,0,0,0,1,0,1
0000000563.bmp,94,0,5,0,0,0,1,0,1
0000000564.bmp,94,0,6,0,0,0,1,0,1
0000000565.bmp,95,0,1,0,0,0,1,0,1
0000000566.bmp,95,0,2,0,0,0,1,0,1
0000000567.bmp,95,0,3,0,0,0,1,0,1
0000000568.bmp,95,0,4,0,0,0,1,0,1
0000000569.bmp,95,0,5,0,0,0,1,0,1
0000000570.bmp,95,0,6,0,0,0,1,0,1
0000000571.bmp,96,0,1,0,0,0,1,0,1
0000000572.bmp,96,0,2,0,0,0,1,0,1
0000000573.bmp,96,0,3,0,0,0,1,0,1
0000000574.bmp,96,0,4,0,0,0,1,0,1
0000000575.bmp,96,0,5,0,0,0,1,0,1
0000000576.bmp,96,0,6,0,0,0,1,0,1
0000000577.bmp,97,0,1,0,0,0,1,0,1
0000000578.bmp,97,0,2,0,0,0,1,0,1
0000000579.bmp,97,0,3,0,0,0,1,0,1
0000000580.bmp,97,0,4,0,0,0,1,0,1
0000000581.bmp,97,0,5,0,0,0,1,0,1
0000000582.bmp,97,0,6,0,0,0,1,0,1
0000000583.bmp,98,0,1,0,0,0,1,0,1
0000000584.bmp,98,0,2,0,0,0,1,0,1
0000000585.bmp,98,0,3,0,0,0,1,0,1
0000000586.bmp,98,0,4,0,0,0,1,0,1
0000000587.bmp,98,0,5,0,0,0,1,0,1
0000000588.bmp,98,0,6,0,0,0,1,0,1
0000000589.bmp,99,0,1,0,0,0,1,0,1
0000000590.bmp,99,0,2,0,0,0,1,0,1
0000000591.bmp,99,0,3,0,0,0,1,0,1
0000000592.bmp,99,0,4,0,0,0,1,0,1
0000000593.bmp,99,0,5,0,0,0,1,0,1
0000000594.bmp,99,0,6,0,0,0,1,0,1
0000000595.bmp,100,0,1,0,0,0,1,0,1
0000000596.bmp,100,0,2,0,0,0,1,0,1
0000000597.bmp,100,0,3,0,0,0,1,0,1
0000000598.bmp,100,0,4,0,0,0,1,0,1
0000000599.bmp,100,0,5,0,0,0,1,0,1
0000000600.bmp,100,0,6,0,0,0,1,0,1
0000000601.bmp,101,0,1,0,0,0,1,0,1
0000000602.bmp,101,0,2,0,0,0,1,0,1
0000000603.bmp,101,0,3,0,0,0,1,0,1
0000000604.bmp,101,0,4,0,0,0,1,0,1
0000000605.bmp,101,0,5,0,0,0,1,0,1
0000000606.bmp,101,0,6,0,0,0,1,0,1
0000000607.bmp,102,0,1,0,0,0,1,0,1
0000000608.bmp,102,0,2,0,0,0,1,0,1
0000000609.bmp,102,0,3,0,0,0,1,0,1
0000000610.bmp,102,0,4,0,0,0,1,0,1
0000000611.bmp,102,0,5,0,0,0,1,0,1
0000000612.bmp,102,0,6,0,0,0,1,0,1
0000000613.bmp,103,0,1,0,0,0,1,0,1
0000000614.bmp,103,0,2,0,0,0,1,0,1
0000000615.bmp,103,0,3,0,0,0,1,0,1
0000000616.bmp,103,0,4,0,0,0,1,0,1
0000000617.bmp,103,0,5,0,0,0,1,0,1
0000000618.bmp,103,0,6,0,0,0,1,0,1
0000000619.bmp,104,0,1,0,0,0,1,0,1
0000000620.bmp,104,0,2,0,0,0,1,0,1
0000000621.bmp,104,0,3,0,0,0,1,0,1
0000000622.bmp,104,0,4,0,0,0,1,0,1
0000000623.bmp,104,0,5,0,0,0,1,0,1
0000000624.bmp,104,0,6,0,0,0,1,0,1
0000000625.bmp,105,0,1,0,0,0,1,0,1
0000000626.bmp,105,0,2,0,0,0,1,0,1
0000000627.bmp,105,0,3,0,0,0,1,0,1
0000000628.bmp,105,0,4,0,0,0,1,0,1
0000000629.bmp,105,0,5,0,0,0,1,0,1
0000000630.bmp,105,0,6,0,0,0,1,0,1
0000000631.bmp,106,0,1,0,0,0,1,0,1
0000000632.bmp,106,0,2,0,0,0,1,0,1
0000000633.bmp,106,0,3,0,0,0,1,0,1
0000000634.bmp,106,0,4,0,0,0,1,0,1
0000000635.bmp,106,0,5,0,0,0,1,0,1
0000000636.bmp,106,0,6,0,0,0,1,0,1
0000000637.bmp,107,0,1,0,0,0,1,0,1
0000000638.bmp,107,0,2,0,0,0,1,0,1
0000000639.bmp,107,0,3,0,0,0,1,0,1
0000000640.bmp,107,0,4,0,0,0,1,0,1
0000000641.bmp,107,0,5,0,0,0,1,0,1
0000000642.bmp,107,0,6,0,0,0,1,0,1
0000000643.bmp,108,0,1,0,0,0,1,0,1
0000000644.bmp,108,0,2,0,0,0,1,0,1
0000000645.bmp,108,0,3,0,0,0,1,0,1
0000000646.bmp,108,0,4,0,0,0,1,0,1
0000000647.bmp,108,0,5,0,0,0,1,0,1
0000000648.bmp,108,0,6,0,0,0,1,0,1
0000000649.bmp,109,0,1,0,0,0,1,0,1
0000000650.bmp,109,0,2,0,0,0,1,0,1
0000000651.bmp,109,0,3,0,0,0,1,0,1
0000000652.bmp,109,0,4,0,0,0,1,0,1
0000000653.bmp,109,0,5,0,0,0,1,0,1
0000000654.bmp,109,0,6,0,0,0,1,0,1
0000000655.bmp,110,0,1,0,0,0,1,0,1
0000000656.bmp,110,0,2,0,0,0,1,0,1
0000000657.bmp,110,0,3,0,0,0,1,0,1
0000000658.bmp,110,0,4,0,0,0,1,0,1
0000000659.bmp,110,0,5,0,0,0,1,0,1
0000000660.bmp,110,0,6,0,0,0,1,0,1
0000000661.bmp,111,0,1,0,0,0,1,0,1
0000000662.bmp,111,0,2,0,0,0,1,0,1
0000000663.bmp,111,0,3,0,0,0,1,0,1
0000000664.bmp,111,0,4,0,0,0,1,0,1
0000000665.bmp,111,0,5,0,0,0,1,0,1
0000000666.bmp,111,0,6,0,0,0,1,0,1
0000000667.bmp,112,0,1,0,0,0,1,0,1
0000000668.bmp,112,0,2,0,0,0,1,0,1
0000000669.bmp,112,0,3,0,0,0,1,0,1
0000000670.bmp,112,0,4,0,0,0,1,0,1
0000000671.bmp,112,0,5,0,0,0,1,0,1
0000000672.bmp,112,0,6,0,0,0,1,0,1
0000000673.bmp,113,0,1,0,0,0,1,0,1
0000000674.bmp,113,0,2,0,0,0,1,0,1
0000000675.bmp,113,0,3,0,0,0,1,0,1
0000000676.bmp,113,0,4,0,0,0,1,0,1
0000000677.bmp,113,0,5,0,0,0,1,0,1
0000000678.bmp,113,0,6,0,0,0,1,0,1
0000000679.bmp,114,0,1,0,0,0,1,0,1
0000000680.bmp,114,0,2,0,0,0,1,0,1
0000000681.bmp,114,0,3,0,0,0,1,0,1
0000000682.bmp,114,0,4,0,0,0,1,0,1
0000000683.bmp,114,0,5,0,0,0,1,0,1
0000000684.bmp,114,0,6,0,0,0,1,0,1
0000000685.bmp,115,0,1,0,0,0,1,0,1
0000000686.bmp,115,0,2,0,0,0,1,0,1
0000000687.bmp,115,0,3,0,0,0,1,0,1
0000000688.bmp,115,0,4,0,0,0,1,0,1
0000000689.bmp,115,0,5,0,0,0,1,0,1
0000000690.bmp,115,0,6,0,0,0,1,0,1
0000000691.bmp,116,0,1,0,0,0,1,0,1
0000000692.bmp,116,0,2,0,0,0,1,0,1
0000000693.bmp,116,0,3,0,0,0,1,0,1
0000000694.bmp,116,0,4,0,0,0,1,0,1
0000000695.bmp,116,0,5,0,0,0,1,0,1
0000000696.bmp,116,0,6,0,0,0,1,0,1
0000000697.bmp,117,0,1,0,0,0,1,0,1
0000000698.bmp,117,0,2,0,0,0,1,0,1
0000000699.bmp,117,0,3,0,0,0,1,0,1
0000000700.bmp,117,0,4,0,0,0,1,0,1
0000000701.bmp,117,0,5,0,0,0,1,0,1
0000000702.bmp,117,0,6,0,0,0,1,0,1
0000000703.bmp,118,0,1,0,0,0,1,0,1
0000000704.bmp,118,0,2,0,0,0,1,0,1
0000000705.bmp,118,0,3,0,0,0,1,0,1
0000000706.bmp,118,0,4,0,0,0,1,0,1
0000000707.bmp,118,0,5,0,0,0,1,0,1
0000000708.bmp,118,0,6,0,0,0,1,0,1
0000000709.bmp,119,0,1,0,0,0,1,0,1
0000000710.bmp,119,0,2,0,0,0,1,0,1
0000000711.bmp,119,0,3,0,0,0,1,0,1
0000000712.bmp,119,0,4,0,0,0,1,0,1
0000000713.bmp,119,0,5,0,0,0,1,0,1
0000000714.bmp,119,0,6,0,0,0,1,0,1
0000000715.bmp,120,0,1,0,0,0,1,0,1
0000000716.bmp,120,0,2,0,0,0,1,0,1
0000000717.bmp,120,0,3,0,0,0,1,0,1
0000000718.bmp,120,0,4,0,0,0,1,0,1
0000000719.bmp,120,0,5,0,0,0,1,0,1
0000000720.bmp,120,0,6,0,0,0,1,0,1
0000000721.bmp,121,0,1,0,0,0,1,0,1
0000000722.bmp,121,0,2,0,0,0,1,0,1
0000000723.bmp,121,0,3,0,0,0,1,0,1
0000000724.bmp,121,0,4,0,0,0,1,0,1
0000000725.bmp,121,0,5,0,0,0,1,0,1
0000000726.bmp,121,0,6,0,0,0,1,0,1
0000000727.bmp,122,0,1,0,0,0,1,0,1
0000000728.bmp,122,0,2,0,0,0,1,0,1
0000000729.bmp,122,0,3,0,0,0,1,0,1
0000000730.bmp,122,0,4,0,0,0,1,0,1
0000000731.bmp,122,0,5,0,0,0,1,0,1
0000000732.bmp,122,0,6,0,0,0,1,0,1
0000000733.bmp,123,0,1,0,0,0,1,0,1
0000000734.bmp,123,0,2,0,0,0,1,0,1
0000000735.bmp,123,0,3,0,0,0,1,0,1
0000000736.bmp,123,0,4,0,0,0,1,0,1
0000000737.bmp,123,0,5,0,0,0,1,0,1
0000000738.bmp,123,0,6,0,0,0,1,0,1
0000000739.bmp,124,0,1,0,0,0,1,0,1
0000000740.bmp,124,0,2,0,0,0,1,0,1
0000000741.bmp,124,0,3,0,0,0,1,0,1
0000000742.bmp,124,0,4,0,0,0,1,0,1
0000000743.bmp,124,0,5,0,0,0,1,0,1
0000000744.bmp,124,0,6,0,0,0,1,0,1
0000000745.bmp,125,0,1,0,0,0,1,0,1
0000000746.bmp,125,0,2,0,0,0,1,0,1
0000000747.bmp,125,0,3,0,0,0,1,0,1
0000000748.bmp,125,0,4,0,0,0,1,0,1
0000000749.bmp,125,0,5,0,0,0,1,0,1
0000000750.bmp,125,0,6,0,0,0,1,0,1
0000000751.bmp,126,0,1,0,0,0,1,0,1
0000000752.bmp,126,0,2,0,0,0,1,0,1
0000000753.bmp,126,0,3,0,0,0,1,0,1
0000000754.bmp,126,0,4,0,0,0,1,0,1
0000000755.bmp,126,0,5,0,0,0,1,0,1
0000000756.bmp,126,0,6,0,0,0,1,0,1
0000000757.bmp,127,0,1,0,0,0,1,0,1
0000000758.bmp,127,0,2,0,0,0,1,0,1
0000000759.bmp,127,0,3,0,0,0,1,0,1
0000000760.bmp,127,0,4,0,0,0,1,0,1
0000000761.bmp,127,0,5,0,0,0,1,0,1
0000000762.bmp,127,0,6,0,0,0,1,0,1
0000000763.bmp,128,0,1,0,0,0,1,0,1
0000000764.bmp,128,0,2,0,0,0,1,0,1
0000000765.bmp,128,0,3,0,0,0,1,0,1
0000000766.bmp,128,0,4,0,0,0,1,0,1
0000000767.bmp,128,0,5,0,0,0,1,0,1
0000000768.bmp,128,0,6,0,0,0,1,0,1
0000000769.bmp,129,0,1,0,0,0,1,0,1
0000000770.bmp,129,0,2,0,0,0,1,0,1
0000000771.bmp,129,0,3,0,0,0,1,0,1
0000000772.bmp,129,0,4,0,0,0,1,0,1
0000000773.bmp,129,0,5,0,0,0,1,0,1
0000000774.bmp,129,0,6,0,0,0,1,0,1
0000000775.bmp,130,0,1,0,0,0,1,0,1
0000000776.bmp,130,0,2,0,0,0,1,0,1
0000000777.bmp,130,0,3,0,0,0,1,0,1
0000000778.bmp,130,0,4,0,0,0,1,0,1
0000000779.bmp,130,0,5,0,0,0,1,0,1
0000000780.bmp,130,0,6,0,0,0,1,0,1
0000000781.bmp,131,0,1,0,0,0,1,0,1
0000000782.bmp,131,0,2,0,0,0,1,0,1
0000000783.bmp,131,0,3,0,0,0,1,0,1
0000000784.bmp,131,0,4,0,0,0,1,0,1
0000000785.bmp,131,0,5,0,0,0,1,0,1
0000000786.bmp,131,0,6,0,0,0,1,0,1
0000000787.bmp,132,0,1,0,0,0,1,0,1
0000000788.bmp,132,0,2,0,0,0,1,0,1
0000000789.bmp,132,0,3,0,0,0,1,0,1
0000000790.bmp,132,0,4,0,0,0,1,0,1
0000000791.bmp,132,0,5,0,0,0,1,0,1
0000000792.bmp,132,0,6,0,0,0,1,0,1
0000000793.bmp,133,0,1,0,0,0,1,0,1
0000000794.bmp,133,0,2,0,0,0,1,0,1
0000000795.bmp,133,0,3,0,0,0,1,0,1
0000000796.bmp,133,0,4,0,0,0,1,0,1
0000000797.bmp,133,0,5,0,0,0,1,0,1
0000000798.bmp,133,0,6,0,0,0,1,0,1
0000000799.bmp,134,0,1,0,0,0,1,0,1
0000000800.bmp,134,0,2,0,0,0,1,0,1
0000000801.bmp,134,0,3,0,0,0,1,0,1
0000000802.bmp,134,0,4,0,0,0,1,0,1
0000000803.bmp,134,0,5,0,0,0,1,0,1
0000000804.bmp,134,0,6,0,0,0,1,0,1
0000000805.bmp,135,0,1,0,0,0,1,0,1
0000000806.bmp,135,0,2,0,0,0,1,0,1
0000000807.bmp,135,0,3,0,0,0,1,0,1
0000000808.bmp,135,0,4,0,0,0,1,0,1
0000000809.bmp,135,0,5,0,0,0,1,0,1
0000000810.bmp,135,0,6,0,0,0,1,0,1
0000000811.bmp,136,0,1,0,0,0,1,0,1
0000000812.bmp,136,0,2,0,0,0,1,0,1
0000000813.bmp,136,0,3,0,0,0,1,0,1
0000000814.bmp,136,0,4,0,0,0,1,0,1
0000000815.bmp,136,0,5,0,0,0,1,0,1
0000000816.bmp,136,0,6,0,0,0,1,0,1
0000000817.bmp,137,0,1,0,0,0,1,0,1
0000000818.bmp,137,0,2,0,0,0,1,0,1
0000000819.bmp,137,0,3,0,0,0,1,0,1
0000000820.bmp,137,0,4,0,0,0,1,0,1
0000000821.bmp,137,0,5,0,0,0,1,0,1
0000000822.bmp,137,0,6,0,0,0,1,0,1
0000000823.bmp,138,0,1,0,0,0,1,0,1
0000000824.bmp,138,0,2,0,0,0,1,0,1
0000000825.bmp,138,0,3,0,0,0,1,0,1
0000000826.bmp,138,0,4,0,0,0,1,0,1
0000000827.bmp,138,0,5,0,0,0,1,0,1
0000000828.bmp,138,0,6,0,0,0,1,0,1
0000000829.bmp,139,0,1,0,0,0,1,0,1
0000000830.bmp,139,0,2,0,0,0,1,0,1
0000000831.bmp,139,0,3,0,0,0,1,0,1
0000000832.bmp,139,0,4,0,0,0,1,0,1
0000000833.bmp,139,0,5,0,0,0,1,0,1
0000000834.bmp,139,0,6,0,0,0,1,0,1
0000000835.bmp,140,0,1,0,0,0,1,0,1
0000000836.bmp,140,0,2,0,0,0,1,0,1
0000000837.bmp,140,0,3,0,0,0,1,0,1
0000000838.bmp,140,0,4,0,0,0,1,0,1
0000000839.bmp,140,0,5,0,0,0,1,0,1
0000000840.bmp,140,0,6,0,0,0,1,0,1
0000000841.bmp,141,0,1,0,0,0,1,0,1
0000000842.bmp,141,0,2,0,0,0,1,0,1
0000000843.bmp,141,0,3,0,0,0,1,0,1
0000000844.bmp,141,0,4,0,0,0,1,0,1
0000000845.bmp,141,0,5,0,0,0,1,0,1
0000000846.bmp,141,0,6,0,0,0,1,0,1
0000000847.bmp,142,0,1,0,0,0,1,0,1
0000000848.bmp,142,0,2,0,0,0,1,0,1
0000000849.bmp,142,0,3,0,0,0,1,0,1
0000000850.bmp,142,0,4,0,0,0,1,0,1
0000000851.bmp,142,0,5,0,0,0,1,0,1
0000000852.bmp,142,0,6,0,0,0,1,0,1
0000000853.bmp,143,0,1,0,0,0,1,0,1
0000000854.bmp,143,0,2,0,0,0,1,0,1
0000000855.bmp,143,0,3,0,0,0,1,0,1
0000000856.bmp,143,0,4,0,0,0,1,0,1
0000000857.bmp,143,0,5,0,0,0,1,0,1
0000000858.bmp,143,0,6,0,0,0,1,0,1
0000000859.bmp,144,0,1,0,0,0,1,0,1
0000000860.bmp,144,0,2,0,0,0,1,0,1
0000000861.bmp,144,0,3,0,0,0,1,0,1
0000000862.bmp,144,0,4,0,0,0,1,0,1
0000000863.bmp,144,0,5,0,0,0,1,0,1
0000000864.bmp,144,0,6,0,0,0,1,0,1
0000000865.bmp,145,0,1,0,0,0,1,0,1
0000000866.bmp,145,0,2,0,0,0,1,0,1
0000000867.bmp,145,0,3,0,0,0,1,0,1
0000000868.bmp,145,0,4,0,0,0,1,0,1
0000000869.bmp,145,0,5,0,0,0,1,0,1
0000000870.bmp,145,0,6,0,0,0,1,0,1
0000000871.bmp,146,0,1,0,0,0,1,0,1
0000000872.bmp,146,0,2,0,0,0,1,0,1
0000000873.bmp,146,0,3,0,0,0,1,0,1
0000000874.bmp,146,0,4,0,0,0,1,0,1
0000000875.bmp,146,0,5,0,0,0,1,0,1
0000000876.bmp,146,0,6,0,0,0,1,0,1
0000000877.bmp,147,0,1,0,0,0,1,0,1
0000000878.bmp,147,0,2,0,0,0,1,0,1
0000000879.bmp,147,0,3,0,0,0,1,0,1
0000000880.bmp,147,0,4,0,0,0,1,0,1
0000000881.bmp,147,0,5,0,0,0,1,0,1
0000000882.bmp,147,0,6,0,0,0,1,0,1
0000000883.bmp,148,0,1,0,0,0,1,0,1
0000000884.bmp,148,0,2,0,0,0,1,0,1
0000000885.bmp,148,0,3,0,0,0,1,0,1
0000000886.bmp,148,0,4,0,0,0,1,0,1
0000000887.bmp,148,0,5,0,0,0,1,0,1
0000000888.bmp,148,0,6,0,0,0,1,0,1
0000000889.bmp,149,0,1,0,0,0,1,0,1
0000000890.bmp,149,0,2,0,0,0,1,0,1
0000000891.bmp,149,0,3,0,0,0,1,0,1
0000000892.bmp,149,0,4,0,0,0,1,0,1
0000000893.bmp,149,0,5,0,0,0,1,0,1
0000000894.bmp,149,0,6,0,0,0,1,0,1
0000000895.bmp,150,0,1,0,0,0,1,0,1
0000000896.bmp,150,0,2,0,0,0,1,0,1
0000000897.bmp,150,0,3,0,0,0,1,0,1
0000000898.bmp,150,0,4,0,0,0,1,0,1
0000000899.bmp,150,0,5,0,0,0,1,0,1
0000000900.bmp,150,0,6,0,0,0,1,0,1
0000000901.bmp,151,0,1,0,0,0,1,0,1
0000000902.bmp,151,0,2,0,0,0,1,0,1
0000000903.bmp,151,0,3,0,0,0,1,0,1
0000000904.bmp,151,0,4,0,0,0,1,0,1
0000000905.bmp,151,0,5,0,0,0,1,0,1
0000000906.bmp,151,0,6,0,0,0,1,0,1
0000000907.bmp,152,0,1,0,0,0,1,0,1
0000000908.bmp,152,0,2,0,0,0,1,0,1
0000000909.bmp,152,0,3,0,0,0,1,0,1
0000000910.bmp,152,0,4,0,0,0,1,0,1
0000000911.bmp,152,0,5,0,0,0,1,0,1
0000000912.bmp,152,0,6,0,0,0,1,0,1
0000000913.bmp,153,0,1,0,0,0,1,0,1
0000000914.bmp,153,0,2,0,0,0,1,0,1
0000000915.bmp,153,0,3,0,0,0,1,0,1
0000000916.bmp,153,0,4,0,0,0,1,0,1
0000000917.bmp,153,0,5,0,0,0,1,0,1
0000000918.bmp,153,0,6,0,0,0,1,0,1
0000000919.bmp,154,0,1,0,0,0,1,0,1
0000000920.bmp,154,0,2,0,0,0,1,0,1
0000000921.bmp,154,0,3,0,0,0,1,0,1
0000000922.bmp,154,0,4,0,0,0,1,0,1
0000000923.bmp,154,0,5,0,0,0,1,0,1
0000000924.bmp,154,0,6,0,0,0,1,0,1
0000000925.bmp,155,0,1,0,0,0,1,0,1
0000000926.bmp,155,0,2,0,0,0,1,0,1
0000000927.bmp,155,0,3,0,0,0,1,0,1
0000000928.bmp,155,0,4,0,0,0,1,0,1
0000000929.bmp,155,0,5,0,0,0,1,0,1
0000000930.bmp,155,0,6,0,0,0,1,0,1
0000000931.bmp,156,0,1,0,0,0,1,0,1
0000000932.bmp,156,0,2,0,0,0,1,0,1
0000000933.bmp,156,0,3,0,0,0,1,0,1
0000000934.bmp,156,0,4,0,0,0,1,0,1
0000000935.bmp,156,0,5,0,0,0,1,0,1
0000000936.bmp,156,0,6,0,0,0,1,0,1
0000000937.bmp,157,0,1,0,0,0,1,0,1
0000000938.bmp,157,0,2,0,0,0,1,0,1
0000000939.bmp,157,0,3,0,0,0,1,0,1
0000000940.bmp,157,0,4,0,0,0,1,0,1
0000000941.bmp,157,0,5,0,0,0,1,0,1
0000000942.bmp,157,0,6,0,0,0,1,0,1
0000000943.bmp,158,0,1,0,0,0,1,0,1
0000000944.bmp,158,0,2,0,0,0,1,0,1
0000000945.bmp,158,0,3,0,0,0,1,0,1
0000000946.bmp,158,0,4,0,0,0,1,0,1
0000000947.bmp,158,0,5,0,0,0,1,0,1
0000000948.bmp,158,0,6,0,0,0,1,0,1
0000000949.bmp,159,0,1,0,0,0,1,0,1
0000000950.bmp,159,0,2,0,0,0,1,0,1
0000000951.bmp,159,0,3,0,0,0,1,0,1
0000000952.bmp,159,0,4,0,0,0,1,0,1
0000000953.bmp,159,0,5,0,0,0,1,0,1
0000000954.bmp,159,0,6,0,0,0,1,0,1
0000000955.bmp,160,0,1,0,0,0,1,0,1
0000000956.bmp,160,0,2,0,0,0,1,0,1
0000000957.bmp,160,0,3,0,0,0,1,0,1
0000000958.bmp,160,0,4,0,0,0,1,0,1
0000000959.bmp,160,0,5,0,0,0,1,0,1
0000000960.bmp,160,0,6,0,0,0,1,0,1
0000000961.bmp,161,0,1,0,0,0,1,0,1
0000000962.bmp,161,0,2,0,0,0,1,0,1
0000000963.bmp,161,0,3,0,0,0,1,0,1
0000000964.bmp,161,0,4,0,0,0,1,0,1
0000000965.bmp,161,0,5,0,0,0,1,0,1
0000000966.bmp,161,0,6,0,0,0,1,0,1
0000000967.bmp,162,0,1,0,0,0,1,0,1
0000000968.bmp,162,0,2,0,0,0,1,0,1
0000000969.bmp,162,0,3,0,0,0,1,0,1
0000000970.bmp,162,0,4,0,0,0,1,0,1
0000000971.bmp,162,0,5,0,0,0,1,0,1
0000000972.bmp,162,0,6,0,0,0,1,0,1
0000000973.bmp,163,0,1,0,0,0,1,0,1
0000000974.bmp,163,0,2,0,0,0,1,0,1
0000000975.bmp,163,0,3,0,0,0,1,0,1
0000000976.bmp,163,0,4,0,0,0,1,0,1
0000000977.bmp,163,0,5,0,0,0,1,0,1
0000000978.bmp,163,0,6,0,0,0,1,0,1
0000000979.bmp,164,0,1,0,0,0,1,0,1
0000000980.bmp,164,0,2,0,0,0,1,0,1
0000000981.bmp,164,0,3,0,0,0,1,0,1
0000000982.bmp,164,0,4,0,0,0,1,0,1
0000000983.bmp,164,0,5,0,0,0,1,0,1
0000000984.bmp,164,0,6,0,0,0,1,0,1
0000000985.bmp,165,0,1,0,0,0,1,0,1
0000000986.bmp,165,0,2,0,0,0,1,0,1
0000000987.bmp,165,0,3,0,0,0,1,0,1
0000000988.bmp,165,0,4,0,0,0,1,0,1
0000000989.bmp,165,0,5,0,0,0,1,0,1
0000000990.bmp,165,0,6,0,0,0,1,0,1
0000000991.bmp,166,0,1,0,0,0,1,0,1
0000000992.bmp,166,0,2,0,0,0,1,0,1
0000000993.bmp,166,0,3,0,0,0,1,0,1
0000000994.bmp,166,0,4,0,0,0,1,0,1
0000000995.bmp,166,0,5,0,0,0,1,0,1
0000000996.bmp,166,0,6,0,0,0,1,0,1
0000000997.bmp,167,0,1,0,0,0,1,0,1
0000000998.bmp,167,0,2,0,0,0,1,0,1
0000000999.bmp,167,0,3,0,0,0,1,0,1
0000001000.bmp,167,0,4,0,0,0,1,0,1
0000001001.bmp,167,0,5,0,0,0,1,0,1
0000001002.bmp,167,0,6,0,0,0,1,0,1
0000001003.bmp,168,0,1,0,0,0,1,0,1
0000001004.bmp,168,0,2,0,0,0,1,0,1
0000001005.bmp,168,0,3,0,0,0,1,0,1
0000001006.bmp,168,0,4,0,0,0,1,0,1
0000001007.bmp,168,0,5,0,0,0,1,0,1
0000001008.bmp,168,0,6,0,0,0,1,0,1
0000001009.bmp,169,0,1,0,0,0,1,0,1
0000001010.bmp,169,0,2,0,0,0,1,0,1
0000001011.bmp,169,0,3,0,0,0,1,0,1
0000001012.bmp,169,0,4,0,0,0,1,0,1
0000001013.bmp,169,0,5,0,0,0,1,0,1
0000001014.bmp,169,0,6,0,0,0,1,0,1
0000001015.bmp,170,0,1,0,0,0,1,0,1
0000001016.bmp,170,0,2,0,0,0,1,0,1
0000001017.bmp,170,0,3,0,0,0,1,0,1
0000001018.bmp,170,0,4,0,0,0,1,0,1
0000001019.bmp,170,0,5,0,0,0,1,0,1
0000001020.bmp,170,0,6,0,0,0,1,0,1
0000001021.bmp,171,0,1,0,0,0,1,0,1
0000001022.bmp,171,0,2,0,0,0,1,0,1
0000001023.bmp,171,0,3,0,0,0,1,0,1
0000001024.bmp,171,0,4,0,0,0,1,0,1
0000001025.bmp,171,0,5,0,0,0,1,0,1
0000001026.bmp,171,0,6,0,0,0,1,0,1
