file_name,ori,loc,phase/pattern,SSGv,SSGv,BSG,MGnv,MGv
0000001443.bmp,71,2,5,1,0,0,0,0
0000001444.bmp,61,1,5,1,0,0,0,0
0000001445.bmp,72,11,5,1,0,0,0,0
0000001446.bmp,68,10,5,1,0,0,0,0
0000001447.bmp,65,9,5,1,0,0,0,0
0000001448.bmp,67,8,5,1,0,0,0,0
0000001449.bmp,63,7,5,1,0,0,0,0
0000001450.bmp,77,6,5,1,0,0,0,0
0000001451.bmp,79,5,5,1,0,0,0,0
0000001452.bmp,69,12,5,1,0,0,0,0
0000001453.bmp,75,4,5,1,0,0,0,0
0000001454.bmp,73,3,5,1,0,0,0,0
0000001455.bmp,71,2,5,1,0,0,0,0
0000001456.bmp,61,1,5,1,0,0,0,0
0000001457.bmp,72,11,5,1,0,0,0,0
0000001458.bmp,68,10,5,1,0,0,0,0
0000001459.bmp,65,9,5,1,0,0,0,0
0000001460.bmp,67,8,5,1,0,0,0,0
0000001461.bmp,63,7,5,1,0,0,0,0
0000001462.bmp,77,6,5,1,0,0,0,0
0000001463.bmp,79,5,5,1,0,0,0,0
0000001464.bmp,69,12,5,1,0,0,0,0
0000001465.bmp,75,4,5,1,0,0,0,0
0000001466.bmp,73,3,5,1,0,0,0,0
0000001467.bmp,71,2,5,1,0,0,0,0
0000001468.bmp,61,1,5,1,0,0,0,0
0000001469.bmp,72,11,5,1,0,0,0,0
0000001470.bmp,68,10,5,1,0,0,0,0
0000001471.bmp,65,9,5,1,0,0,0,0
0000001472.bmp,67,8,5,1,0,0,0,0
0000001473.bmp,63,7,5,1,0,0,0,0
0000001474.bmp,77,6,5,1,0,0,0,0
0000001475.bmp,79,5,5,1,0,0,0,0
0000001476.bmp,69,12,5,1,0,0,0,0
0000001477.bmp,72,4,6,1,0,0,0,0
0000001478.bmp,67,3,6,1,0,0,0,0
0000001479.bmp,61,2,6,1,0,0,0,0
0000001480.bmp,63,1,6,1,0,0,0,0
0000001481.bmp,75,11,6,1,0,0,0,0
0000001482.bmp,71,10,6,1,0,0,0,0
0000001483.bmp,79,9,6,1,0,0,0,0
0000001484.bmp,68,8,6,1,0,0,0,0
0000001485.bmp,65,7,6,1,0,0,0,0
0000001486.bmp,77,6,6,1,0,0,0,0
0000001487.bmp,69,5,6,1,0,0,0,0
0000001488.bmp,73,12,6,1,0,0,0,0
0000001489.bmp,72,4,6,1,0,0,0,0
0000001490.bmp,67,3,6,1,0,0,0,0
0000001491.bmp,61,2,6,1,0,0,0,0
0000001492.bmp,63,1,6,1,0,0,0,0
0000001493.bmp,75,11,6,1,0,0,0,0
0000001494.bmp,71,10,6,1,0,0,0,0
0000001495.bmp,79,9,6,1,0,0,0,0
0000001496.bmp,68,8,6,1,0,0,0,0
0000001497.bmp,65,7,6,1,0,0,0,0
0000001498.bmp,77,6,6,1,0,0,0,0
0000001499.bmp,69,5,6,1,0,0,0,0
0000001500.bmp,73,12,6,1,0,0,0,0
0000001501.bmp,72,4,6,1,0,0,0,0
0000001502.bmp,67,3,6,1,0,0,0,0
0000001503.bmp,61,2,6,1,0,0,0,0
0000001504.bmp,63,1,6,1,0,0,0,0
0000001505.bmp,75,11,6,1,0,0,0,0
0000001506.bmp,71,10,6,1,0,0,0,0
0000001507.bmp,79,9,6,1,0,0,0,0
0000001508.bmp,68,8,6,1,0,0,0,0
0000001509.bmp,65,7,6,1,0,0,0,0
0000001510.bmp,77,6,6,1,0,0,0,0
0000001511.bmp,69,5,6,1,0,0,0,0
0000001512.bmp,73,12,6,1,0,0,0,0
0000001513.bmp,81,4,1,1,0,0,0,0
0000001514.bmp,83,3,1,1,0,0,0,0
0000001515.bmp,77,2,1,1,0,0,0,0
0000001516.bmp,78,1,1,1,0,0,0,0
0000001517.bmp,79,11,1,1,0,0,0,0
0000001518.bmp,75,10,1,1,0,0,0,0
0000001519.bmp,71,9,1,1,0,0,0,0
0000001520.bmp,85,8,1,1,0,0,0,0
0000001521.bmp,89,7,1,1,0,0,0,0
0000001522.bmp,87,6,1,1,0,0,0,0
0000001523.bmp,82,5,1,1,0,0,0,0
0000001524.bmp,73,12,1,1,0,0,0,0
0000001525.bmp,81,4,1,1,0,0,0,0
0000001526.bmp,83,3,1,1,0,0,0,0
0000001527.bmp,77,2,1,1,0,0,0,0
0000001528.bmp,78,1,1,1,0,0,0,0
0000001529.bmp,79,11,1,1,0,0,0,0
0000001530.bmp,75,10,1,1,0,0,0,0
0000001531.bmp,71,9,1,1,0,0,0,0
0000001532.bmp,85,8,1,1,0,0,0,0
0000001533.bmp,89,7,1,1,0,0,0,0
0000001534.bmp,87,6,1,1,0,0,0,0
0000001535.bmp,82,5,1,1,0,0,0,0
0000001536.bmp,73,12,1,1,0,0,0,0
0000001537.bmp,81,4,1,1,0,0,0,0
0000001538.bmp,83,3,1,1,0,0,0,0
0000001539.bmp,77,2,1,1,0,0,0,0
0000001540.bmp,78,1,1,1,0,0,0,0
0000001541.bmp,79,11,1,1,0,0,0,0
0000001542.bmp,75,10,1,1,0,0,0,0
0000001543.bmp,71,9,1,1,0,0,0,0
0000001544.bmp,85,8,1,1,0,0,0,0
0000001545.bmp,89,7,1,1,0,0,0,0
0000001546.bmp,87,6,1,1,0,0,0,0
0000001547.bmp,82,5,1,1,0,0,0,0
0000001548.bmp,73,12,1,1,0,0,0,0
0000001549.bmp,89,4,2,1,0,0,0,0
0000001550.bmp,75,3,2,1,0,0,0,0
0000001551.bmp,73,2,2,1,0,0,0,0
0000001552.bmp,79,1,2,1,0,0,0,0
0000001553.bmp,81,11,2,1,0,0,0,0
0000001554.bmp,77,10,2,1,0,0,0,0
0000001555.bmp,82,9,2,1,0,0,0,0
0000001556.bmp,85,8,2,1,0,0,0,0
0000001557.bmp,71,7,2,1,0,0,0,0
0000001558.bmp,83,6,2,1,0,0,0,0
0000001559.bmp,78,5,2,1,0,0,0,0
0000001560.bmp,87,12,2,1,0,0,0,0
0000001561.bmp,89,4,2,1,0,0,0,0
0000001562.bmp,75,3,2,1,0,0,0,0
0000001563.bmp,73,2,2,1,0,0,0,0
0000001564.bmp,79,1,2,1,0,0,0,0
0000001565.bmp,81,11,2,1,0,0,0,0
0000001566.bmp,77,10,2,1,0,0,0,0
0000001567.bmp,82,9,2,1,0,0,0,0
0000001568.bmp,85,8,2,1,0,0,0,0
0000001569.bmp,71,7,2,1,0,0,0,0
0000001570.bmp,83,6,2,1,0,0,0,0
0000001571.bmp,78,5,2,1,0,0,0,0
0000001572.bmp,87,12,2,1,0,0,0,0
0000001573.bmp,89,4,2,1,0,0,0,0
0000001574.bmp,75,3,2,1,0,0,0,0
0000001575.bmp,73,2,2,1,0,0,0,0
0000001576.bmp,79,1,2,1,0,0,0,0
0000001577.bmp,81,11,2,1,0,0,0,0
0000001578.bmp,77,10,2,1,0,0,0,0
0000001579.bmp,82,9,2,1,0,0,0,0
0000001580.bmp,85,8,2,1,0,0,0,0
0000001581.bmp,71,7,2,1,0,0,0,0
0000001582.bmp,83,6,2,1,0,0,0,0
0000001583.bmp,78,5,2,1,0,0,0,0
0000001584.bmp,87,12,2,1,0,0,0,0
0000001585.bmp,89,4,3,1,0,0,0,0
0000001586.bmp,87,3,3,1,0,0,0,0
0000001587.bmp,82,2,3,1,0,0,0,0
0000001588.bmp,75,1,3,1,0,0,0,0
0000001589.bmp,79,11,3,1,0,0,0,0
0000001590.bmp,85,10,3,1,0,0,0,0
0000001591.bmp,81,9,3,1,0,0,0,0
0000001592.bmp,83,8,3,1,0,0,0,0
0000001593.bmp,73,7,3,1,0,0,0,0
0000001594.bmp,78,6,3,1,0,0,0,0
0000001595.bmp,77,5,3,1,0,0,0,0
0000001596.bmp,71,12,3,1,0,0,0,0
0000001597.bmp,89,4,3,1,0,0,0,0
0000001598.bmp,87,3,3,1,0,0,0,0
0000001599.bmp,82,2,3,1,0,0,0,0
0000001600.bmp,75,1,3,1,0,0,0,0
0000001601.bmp,79,11,3,1,0,0,0,0
0000001602.bmp,85,10,3,1,0,0,0,0
0000001603.bmp,81,9,3,1,0,0,0,0
0000001604.bmp,83,8,3,1,0,0,0,0
0000001605.bmp,73,7,3,1,0,0,0,0
0000001606.bmp,78,6,3,1,0,0,0,0
0000001607.bmp,77,5,3,1,0,0,0,0
0000001608.bmp,71,12,3,1,0,0,0,0
0000001609.bmp,89,4,3,1,0,0,0,0
0000001610.bmp,87,3,3,1,0,0,0,0
0000001611.bmp,82,2,3,1,0,0,0,0
0000001612.bmp,75,1,3,1,0,0,0,0
0000001613.bmp,79,11,3,1,0,0,0,0
0000001614.bmp,85,10,3,1,0,0,0,0
0000001615.bmp,81,9,3,1,0,0,0,0
0000001616.bmp,83,8,3,1,0,0,0,0
0000001617.bmp,73,7,3,1,0,0,0,0
0000001618.bmp,78,6,3,1,0,0,0,0
0000001619.bmp,77,5,3,1,0,0,0,0
0000001620.bmp,71,12,3,1,0,0,0,0
0000001621.bmp,77,4,4,1,0,0,0,0
0000001622.bmp,83,3,4,1,0,0,0,0
0000001623.bmp,87,2,4,1,0,0,0,0
0000001624.bmp,81,1,4,1,0,0,0,0
0000001625.bmp,75,11,4,1,0,0,0,0
0000001626.bmp,78,10,4,1,0,0,0,0
0000001627.bmp,79,9,4,1,0,0,0,0
0000001628.bmp,73,8,4,1,0,0,0,0
0000001629.bmp,85,7,4,1,0,0,0,0
0000001630.bmp,71,6,4,1,0,0,0,0
0000001631.bmp,89,5,4,1,0,0,0,0
0000001632.bmp,82,12,4,1,0,0,0,0
0000001633.bmp,77,4,4,1,0,0,0,0
0000001634.bmp,83,3,4,1,0,0,0,0
0000001635.bmp,87,2,4,1,0,0,0,0
0000001636.bmp,81,1,4,1,0,0,0,0
0000001637.bmp,75,11,4,1,0,0,0,0
0000001638.bmp,78,10,4,1,0,0,0,0
0000001639.bmp,79,9,4,1,0,0,0,0
0000001640.bmp,73,8,4,1,0,0,0,0
0000001641.bmp,85,7,4,1,0,0,0,0
0000001642.bmp,71,6,4,1,0,0,0,0
0000001643.bmp,89,5,4,1,0,0,0,0
0000001644.bmp,82,12,4,1,0,0,0,0
0000001645.bmp,77,4,4,1,0,0,0,0
0000001646.bmp,83,3,4,1,0,0,0,0
0000001647.bmp,87,2,4,1,0,0,0,0
0000001648.bmp,81,1,4,1,0,0,0,0
0000001649.bmp,75,11,4,1,0,0,0,0
0000001650.bmp,78,10,4,1,0,0,0,0
0000001651.bmp,79,9,4,1,0,0,0,0
0000001652.bmp,73,8,4,1,0,0,0,0
0000001653.bmp,85,7,4,1,0,0,0,0
0000001654.bmp,71,6,4,1,0,0,0,0
0000001655.bmp,89,5,4,1,0,0,0,0
0000001656.bmp,82,12,4,1,0,0,0,0
0000001657.bmp,89,4,5,1,0,0,0,0
0000001658.bmp,87,3,5,1,0,0,0,0
0000001659.bmp,82,2,5,1,0,0,0,0
0000001660.bmp,83,1,5,1,0,0,0,0
0000001661.bmp,79,11,5,1,0,0,0,0
0000001662.bmp,77,10,5,1,0,0,0,0
0000001663.bmp,81,9,5,1,0,0,0,0
0000001664.bmp,71,8,5,1,0,0,0,0
0000001665.bmp,78,7,5,1,0,0,0,0
0000001666.bmp,73,6,5,1,0,0,0,0
0000001667.bmp,85,5,5,1,0,0,0,0
0000001668.bmp,75,12,5,1,0,0,0,0
0000001669.bmp,89,4,5,1,0,0,0,0
0000001670.bmp,87,3,5,1,0,0,0,0
0000001671.bmp,82,2,5,1,0,0,0,0
0000001672.bmp,83,1,5,1,0,0,0,0
0000001673.bmp,79,11,5,1,0,0,0,0
0000001674.bmp,77,10,5,1,0,0,0,0
0000001675.bmp,81,9,5,1,0,0,0,0
0000001676.bmp,71,8,5,1,0,0,0,0
0000001677.bmp,78,7,5,1,0,0,0,0
0000001678.bmp,73,6,5,1,0,0,0,0
0000001679.bmp,85,5,5,1,0,0,0,0
0000001680.bmp,75,12,5,1,0,0,0,0
0000001681.bmp,89,4,5,1,0,0,0,0
0000001682.bmp,87,3,5,1,0,0,0,0
0000001683.bmp,82,2,5,1,0,0,0,0
0000001684.bmp,83,1,5,1,0,0,0,0
0000001685.bmp,79,11,5,1,0,0,0,0
0000001686.bmp,77,10,5,1,0,0,0,0
0000001687.bmp,81,9,5,1,0,0,0,0
0000001688.bmp,71,8,5,1,0,0,0,0
0000001689.bmp,78,7,5,1,0,0,0,0
0000001690.bmp,73,6,5,1,0,0,0,0
0000001691.bmp,85,5,5,1,0,0,0,0
0000001692.bmp,75,12,5,1,0,0,0,0
0000001693.bmp,71,4,6,1,0,0,0,0
0000001694.bmp,85,3,6,1,0,0,0,0
0000001695.bmp,78,2,6,1,0,0,0,0
0000001696.bmp,79,1,6,1,0,0,0,0
0000001697.bmp,83,11,6,1,0,0,0,0
0000001698.bmp,81,10,6,1,0,0,0,0
0000001699.bmp,89,9,6,1,0,0,0,0
0000001700.bmp,82,8,6,1,0,0,0,0
0000001701.bmp,73,7,6,1,0,0,0,0
0000001702.bmp,87,6,6,1,0,0,0,0
0000001703.bmp,75,5,6,1,0,0,0,0
0000001704.bmp,77,12,6,1,0,0,0,0
0000001705.bmp,71,4,6,1,0,0,0,0
0000001706.bmp,85,3,6,1,0,0,0,0
0000001707.bmp,78,2,6,1,0,0,0,0
0000001708.bmp,79,1,6,1,0,0,0,0
0000001709.bmp,83,11,6,1,0,0,0,0
0000001710.bmp,81,10,6,1,0,0,0,0
0000001711.bmp,89,9,6,1,0,0,0,0
0000001712.bmp,82,8,6,1,0,0,0,0
0000001713.bmp,73,7,6,1,0,0,0,0
0000001714.bmp,87,6,6,1,0,0,0,0
0000001715.bmp,75,5,6,1,0,0,0,0
0000001716.bmp,77,12,6,1,0,0,0,0
0000001717.bmp,71,4,6,1,0,0,0,0
0000001718.bmp,85,3,6,1,0,0,0,0
0000001719.bmp,78,2,6,1,0,0,0,0
0000001720.bmp,79,1,6,1,0,0,0,0
0000001721.bmp,83,11,6,1,0,0,0,0
0000001722.bmp,81,10,6,1,0,0,0,0
0000001723.bmp,89,9,6,1,0,0,0,0
0000001724.bmp,82,8,6,1,0,0,0,0
0000001725.bmp,73,7,6,1,0,0,0,0
0000001726.bmp,87,6,6,1,0,0,0,0
0000001727.bmp,75,5,6,1,0,0,0,0
0000001728.bmp,77,12,6,1,0,0,0,0
0000001729.bmp,87,4,1,1,0,0,0,0
0000001730.bmp,93,3,1,1,0,0,0,0
0000001731.bmp,99,2,1,1,0,0,0,0
0000001732.bmp,95,1,1,1,0,0,0,0
0000001733.bmp,81,11,1,1,0,0,0,0
0000001734.bmp,91,10,1,1,0,0,0,0
0000001735.bmp,83,9,1,1,0,0,0,0
0000001736.bmp,88,8,1,1,0,0,0,0
0000001737.bmp,85,7,1,1,0,0,0,0
0000001738.bmp,97,6,1,1,0,0,0,0
0000001739.bmp,92,5,1,1,0,0,0,0
0000001740.bmp,89,12,1,1,0,0,0,0
0000001741.bmp,87,4,1,1,0,0,0,0
0000001742.bmp,93,3,1,1,0,0,0,0
0000001743.bmp,99,2,1,1,0,0,0,0
0000001744.bmp,95,1,1,1,0,0,0,0
0000001745.bmp,81,11,1,1,0,0,0,0
0000001746.bmp,91,10,1,1,0,0,0,0
0000001747.bmp,83,9,1,1,0,0,0,0
0000001748.bmp,88,8,1,1,0,0,0,0
0000001749.bmp,85,7,1,1,0,0,0,0
0000001750.bmp,97,6,1,1,0,0,0,0
0000001751.bmp,92,5,1,1,0,0,0,0
0000001752.bmp,89,12,1,1,0,0,0,0
0000001753.bmp,87,4,1,1,0,0,0,0
0000001754.bmp,93,3,1,1,0,0,0,0
0000001755.bmp,99,2,1,1,0,0,0,0
0000001756.bmp,95,1,1,1,0,0,0,0
0000001757.bmp,81,11,1,1,0,0,0,0
0000001758.bmp,91,10,1,1,0,0,0,0
0000001759.bmp,83,9,1,1,0,0,0,0
0000001760.bmp,88,8,1,1,0,0,0,0
0000001761.bmp,85,7,1,1,0,0,0,0
0000001762.bmp,97,6,1,1,0,0,0,0
0000001763.bmp,92,5,1,1,0,0,0,0
0000001764.bmp,89,12,1,1,0,0,0,0
0000001765.bmp,88,4,2,1,0,0,0,0
0000001766.bmp,83,3,2,1,0,0,0,0
0000001767.bmp,89,2,2,1,0,0,0,0
0000001768.bmp,91,1,2,1,0,0,0,0
0000001769.bmp,97,11,2,1,0,0,0,0
0000001770.bmp,85,10,2,1,0,0,0,0
0000001771.bmp,81,9,2,1,0,0,0,0
0000001772.bmp,87,8,2,1,0,0,0,0
0000001773.bmp,95,7,2,1,0,0,0,0
0000001774.bmp,92,6,2,1,0,0,0,0
0000001775.bmp,93,5,2,1,0,0,0,0
0000001776.bmp,99,12,2,1,0,0,0,0
0000001777.bmp,88,4,2,1,0,0,0,0
0000001778.bmp,83,3,2,1,0,0,0,0
0000001779.bmp,89,2,2,1,0,0,0,0
0000001780.bmp,91,1,2,1,0,0,0,0
0000001781.bmp,97,11,2,1,0,0,0,0
0000001782.bmp,85,10,2,1,0,0,0,0
0000001783.bmp,81,9,2,1,0,0,0,0
0000001784.bmp,87,8,2,1,0,0,0,0
0000001785.bmp,95,7,2,1,0,0,0,0
0000001786.bmp,92,6,2,1,0,0,0,0
0000001787.bmp,93,5,2,1,0,0,0,0
0000001788.bmp,99,12,2,1,0,0,0,0
0000001789.bmp,88,4,2,1,0,0,0,0
0000001790.bmp,83,3,2,1,0,0,0,0
0000001791.bmp,89,2,2,1,0,0,0,0
0000001792.bmp,91,1,2,1,0,0,0,0
0000001793.bmp,97,11,2,1,0,0,0,0
0000001794.bmp,85,10,2,1,0,0,0,0
0000001795.bmp,81,9,2,1,0,0,0,0
0000001796.bmp,87,8,2,1,0,0,0,0
0000001797.bmp,95,7,2,1,0,0,0,0
0000001798.bmp,92,6,2,1,0,0,0,0
0000001799.bmp,93,5,2,1,0,0,0,0
0000001800.bmp,99,12,2,1,0,0,0,0
0000001801.bmp,85,4,3,1,0,0,0,0
0000001802.bmp,93,3,3,1,0,0,0,0
0000001803.bmp,89,2,3,1,0,0,0,0
0000001804.bmp,95,1,3,1,0,0,0,0
0000001805.bmp,99,11,3,1,0,0,0,0
0000001806.bmp,81,10,3,1,0,0,0,0
0000001807.bmp,83,9,3,1,0,0,0,0
0000001808.bmp,87,8,3,1,0,0,0,0
0000001809.bmp,91,7,3,1,0,0,0,0
0000001810.bmp,92,6,3,1,0,0,0,0
0000001811.bmp,97,5,3,1,0,0,0,0
0000001812.bmp,88,12,3,1,0,0,0,0
0000001813.bmp,85,4,3,1,0,0,0,0
0000001814.bmp,93,3,3,1,0,0,0,0
0000001815.bmp,89,2,3,1,0,0,0,0
0000001816.bmp,95,1,3,1,0,0,0,0
0000001817.bmp,99,11,3,1,0,0,0,0
0000001818.bmp,81,10,3,1,0,0,0,0
0000001819.bmp,83,9,3,1,0,0,0,0
0000001820.bmp,87,8,3,1,0,0,0,0
0000001821.bmp,91,7,3,1,0,0,0,0
0000001822.bmp,92,6,3,1,0,0,0,0
0000001823.bmp,97,5,3,1,0,0,0,0
0000001824.bmp,88,12,3,1,0,0,0,0
0000001825.bmp,85,4,3,1,0,0,0,0
0000001826.bmp,93,3,3,1,0,0,0,0
0000001827.bmp,89,2,3,1,0,0,0,0
0000001828.bmp,95,1,3,1,0,0,0,0
0000001829.bmp,99,11,3,1,0,0,0,0
0000001830.bmp,81,10,3,1,0,0,0,0
0000001831.bmp,83,9,3,1,0,0,0,0
0000001832.bmp,87,8,3,1,0,0,0,0
0000001833.bmp,91,7,3,1,0,0,0,0
0000001834.bmp,92,6,3,1,0,0,0,0
0000001835.bmp,97,5,3,1,0,0,0,0
0000001836.bmp,88,12,3,1,0,0,0,0
0000001837.bmp,89,4,4,1,0,0,0,0
0000001838.bmp,93,3,4,1,0,0,0,0
0000001839.bmp,85,2,4,1,0,0,0,0
0000001840.bmp,81,1,4,1,0,0,0,0
0000001841.bmp,99,11,4,1,0,0,0,0
0000001842.bmp,92,10,4,1,0,0,0,0
0000001843.bmp,87,9,4,1,0,0,0,0
0000001844.bmp,83,8,4,1,0,0,0,0
0000001845.bmp,97,7,4,1,0,0,0,0
0000001846.bmp,91,6,4,1,0,0,0,0
0000001847.bmp,88,5,4,1,0,0,0,0
0000001848.bmp,95,12,4,1,0,0,0,0
0000001849.bmp,89,4,4,1,0,0,0,0
0000001850.bmp,93,3,4,1,0,0,0,0
0000001851.bmp,85,2,4,1,0,0,0,0
0000001852.bmp,81,1,4,1,0,0,0,0
0000001853.bmp,99,11,4,1,0,0,0,0
0000001854.bmp,92,10,4,1,0,0,0,0
0000001855.bmp,87,9,4,1,0,0,0,0
0000001856.bmp,83,8,4,1,0,0,0,0
0000001857.bmp,97,7,4,1,0,0,0,0
0000001858.bmp,91,6,4,1,0,0,0,0
0000001859.bmp,88,5,4,1,0,0,0,0
0000001860.bmp,95,12,4,1,0,0,0,0
0000001861.bmp,89,4,4,1,0,0,0,0
0000001862.bmp,93,3,4,1,0,0,0,0
0000001863.bmp,85,2,4,1,0,0,0,0
0000001864.bmp,81,1,4,1,0,0,0,0
0000001865.bmp,99,11,4,1,0,0,0,0
0000001866.bmp,92,10,4,1,0,0,0,0
0000001867.bmp,87,9,4,1,0,0,0,0
0000001868.bmp,83,8,4,1,0,0,0,0
0000001869.bmp,97,7,4,1,0,0,0,0
0000001870.bmp,91,6,4,1,0,0,0,0
0000001871.bmp,88,5,4,1,0,0,0,0
0000001872.bmp,95,12,4,1,0,0,0,0
0000001873.bmp,83,4,5,1,0,0,0,0
0000001874.bmp,92,3,5,1,0,0,0,0
0000001875.bmp,95,2,5,1,0,0,0,0
0000001876.bmp,89,1,5,1,0,0,0,0
0000001877.bmp,99,11,5,1,0,0,0,0
0000001878.bmp,91,10,5,1,0,0,0,0
0000001879.bmp,97,9,5,1,0,0,0,0
0000001880.bmp,81,8,5,1,0,0,0,0
0000001881.bmp,87,7,5,1,0,0,0,0
0000001882.bmp,88,6,5,1,0,0,0,0
0000001883.bmp,85,5,5,1,0,0,0,0
0000001884.bmp,93,12,5,1,0,0,0,0
0000001885.bmp,83,4,5,1,0,0,0,0
0000001886.bmp,92,3,5,1,0,0,0,0
0000001887.bmp,95,2,5,1,0,0,0,0
0000001888.bmp,89,1,5,1,0,0,0,0
0000001889.bmp,99,11,5,1,0,0,0,0
0000001890.bmp,91,10,5,1,0,0,0,0
0000001891.bmp,97,9,5,1,0,0,0,0
0000001892.bmp,81,8,5,1,0,0,0,0
0000001893.bmp,87,7,5,1,0,0,0,0
0000001894.bmp,88,6,5,1,0,0,0,0
0000001895.bmp,85,5,5,1,0,0,0,0
0000001896.bmp,93,12,5,1,0,0,0,0
0000001897.bmp,83,4,5,1,0,0,0,0
0000001898.bmp,92,3,5,1,0,0,0,0
0000001899.bmp,95,2,5,1,0,0,0,0
0000001900.bmp,89,1,5,1,0,0,0,0
0000001901.bmp,99,11,5,1,0,0,0,0
0000001902.bmp,91,10,5,1,0,0,0,0
0000001903.bmp,97,9,5,1,0,0,0,0
0000001904.bmp,81,8,5,1,0,0,0,0
0000001905.bmp,87,7,5,1,0,0,0,0
0000001906.bmp,88,6,5,1,0,0,0,0
0000001907.bmp,85,5,5,1,0,0,0,0
0000001908.bmp,93,12,5,1,0,0,0,0
0000001909.bmp,95,4,6,1,0,0,0,0
0000001910.bmp,99,3,6,1,0,0,0,0
0000001911.bmp,85,2,6,1,0,0,0,0
0000001912.bmp,92,1,6,1,0,0,0,0
0000001913.bmp,88,11,6,1,0,0,0,0
0000001914.bmp,91,10,6,1,0,0,0,0
0000001915.bmp,93,9,6,1,0,0,0,0
0000001916.bmp,83,8,6,1,0,0,0,0
0000001917.bmp,89,7,6,1,0,0,0,0
0000001918.bmp,87,6,6,1,0,0,0,0
0000001919.bmp,81,5,6,1,0,0,0,0
0000001920.bmp,97,12,6,1,0,0,0,0
0000001921.bmp,95,4,6,1,0,0,0,0
0000001922.bmp,99,3,6,1,0,0,0,0
0000001923.bmp,85,2,6,1,0,0,0,0
0000001924.bmp,92,1,6,1,0,0,0,0
0000001925.bmp,88,11,6,1,0,0,0,0
0000001926.bmp,91,10,6,1,0,0,0,0
0000001927.bmp,93,9,6,1,0,0,0,0
0000001928.bmp,83,8,6,1,0,0,0,0
0000001929.bmp,89,7,6,1,0,0,0,0
0000001930.bmp,87,6,6,1,0,0,0,0
0000001931.bmp,81,5,6,1,0,0,0,0
0000001932.bmp,97,12,6,1,0,0,0,0
0000001933.bmp,95,4,6,1,0,0,0,0
0000001934.bmp,99,3,6,1,0,0,0,0
0000001935.bmp,85,2,6,1,0,0,0,0
0000001936.bmp,92,1,6,1,0,0,0,0
0000001937.bmp,88,11,6,1,0,0,0,0
0000001938.bmp,91,10,6,1,0,0,0,0
0000001939.bmp,93,9,6,1,0,0,0,0
0000001940.bmp,83,8,6,1,0,0,0,0
0000001941.bmp,89,7,6,1,0,0,0,0
0000001942.bmp,87,6,6,1,0,0,0,0
0000001943.bmp,81,5,6,1,0,0,0,0
0000001944.bmp,97,12,6,1,0,0,0,0
0000001945.bmp,102,4,1,1,0,0,0,0
0000001946.bmp,103,3,1,1,0,0,0,0
0000001947.bmp,107,2,1,1,0,0,0,0
0000001948.bmp,99,1,1,1,0,0,0,0
0000001949.bmp,105,11,1,1,0,0,0,0
0000001950.bmp,109,10,1,1,0,0,0,0
0000001951.bmp,91,9,1,1,0,0,0,0
0000001952.bmp,101,8,1,1,0,0,0,0
0000001953.bmp,98,7,1,1,0,0,0,0
0000001954.bmp,93,6,1,1,0,0,0,0
0000001955.bmp,95,5,1,1,0,0,0,0
0000001956.bmp,97,12,1,1,0,0,0,0
0000001957.bmp,102,4,1,1,0,0,0,0
0000001958.bmp,103,3,1,1,0,0,0,0
0000001959.bmp,107,2,1,1,0,0,0,0
0000001960.bmp,99,1,1,1,0,0,0,0
0000001961.bmp,105,11,1,1,0,0,0,0
0000001962.bmp,109,10,1,1,0,0,0,0
0000001963.bmp,91,9,1,1,0,0,0,0
0000001964.bmp,101,8,1,1,0,0,0,0
0000001965.bmp,98,7,1,1,0,0,0,0
0000001966.bmp,93,6,1,1,0,0,0,0
0000001967.bmp,95,5,1,1,0,0,0,0
0000001968.bmp,97,12,1,1,0,0,0,0
0000001969.bmp,102,4,1,1,0,0,0,0
0000001970.bmp,103,3,1,1,0,0,0,0
0000001971.bmp,107,2,1,1,0,0,0,0
0000001972.bmp,99,1,1,1,0,0,0,0
0000001973.bmp,105,11,1,1,0,0,0,0
0000001974.bmp,109,10,1,1,0,0,0,0
0000001975.bmp,91,9,1,1,0,0,0,0
0000001976.bmp,101,8,1,1,0,0,0,0
0000001977.bmp,98,7,1,1,0,0,0,0
0000001978.bmp,93,6,1,1,0,0,0,0
0000001979.bmp,95,5,1,1,0,0,0,0
0000001980.bmp,97,12,1,1,0,0,0,0
0000001981.bmp,98,4,2,1,0,0,0,0
0000001982.bmp,97,3,2,1,0,0,0,0
0000001983.bmp,99,2,2,1,0,0,0,0
0000001984.bmp,102,1,2,1,0,0,0,0
0000001985.bmp,93,11,2,1,0,0,0,0
0000001986.bmp,107,10,2,1,0,0,0,0
0000001987.bmp,109,9,2,1,0,0,0,0
0000001988.bmp,95,8,2,1,0,0,0,0
0000001989.bmp,101,7,2,1,0,0,0,0
0000001990.bmp,105,6,2,1,0,0,0,0
0000001991.bmp,91,5,2,1,0,0,0,0
0000001992.bmp,103,12,2,1,0,0,0,0
0000001993.bmp,98,4,2,1,0,0,0,0
0000001994.bmp,97,3,2,1,0,0,0,0
0000001995.bmp,99,2,2,1,0,0,0,0
0000001996.bmp,102,1,2,1,0,0,0,0
0000001997.bmp,93,11,2,1,0,0,0,0
0000001998.bmp,107,10,2,1,0,0,0,0
0000001999.bmp,109,9,2,1,0,0,0,0
0000002000.bmp,95,8,2,1,0,0,0,0
